"title","authors","date_document","celex","Full_OJ","manif_pdf","manif_html"
"Notice for the attention of the data subjects to whom the restrictive measures provided for in Council Decision 2014/145/CFSP and Council Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine apply 2022/C 405/09","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-21,"52022XG1021(03)","http://publications.europa.eu/resource/cellar/c241ca27-50d9-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/57792ebc-50dc-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/57792ebc-50dc-11ed-92ed-01aa75ed71a1.0006.03"
"Notice for the attention of the natural or legal persons, entities or bodies subject to the restrictive measures provided for in Council Decision 2014/145/CFSP, as amended by Council Decision (CFSP) 2022/1986, and Council Regulation (EU) No 269/2014 as implemented by Council Implementing Regulation (EU) 2022/1985 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine 2022/C 405/08","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-21,"52022XG1021(02)","http://publications.europa.eu/resource/cellar/c241ca27-50d9-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/c64ef03f-50e8-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/c64ef03f-50e8-11ed-92ed-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-20,"32022R1904R(01)","http://publications.europa.eu/resource/cellar/c179c65a-5037-11ed-92ed-01aa75ed71a1",,
"Amendments adopted by the European Parliament on 20 October 2022 on the proposal for a decision of the European Parliament and of the Council on the non-recognition of Russian travel documents issued in occupied foreign regions (COM(2022)0662 — C9-0302/2022 — 2022/0274(COD)) [Amendment 1]","http://publications.europa.eu/resource/authority/corporate-body/EP,http://publications.europa.eu/resource/authority/corporate-body/EP_LIBE",2022-10-20,"52022AP0370","http://publications.europa.eu/resource/cellar/5527fee9-e58c-11ed-a05c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/212cc604-e59a-11ed-a05c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/212cc604-e59a-11ed-a05c-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/1986 of 20 October 2022 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-20,"32022D1986","http://publications.europa.eu/resource/cellar/b0662bc8-5068-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/5e0b12d3-506b-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/5e0b12d3-506b-11ed-92ed-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2022/1985 of 20 October 2022 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-20,"32022R1985","http://publications.europa.eu/resource/cellar/b0662bc8-5068-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/f96fdfee-5069-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/f96fdfee-5069-11ed-92ed-01aa75ed71a1.0006.03"
"Corrigendum to Council Implementing Regulation (EU) 2022/408 of 10 March 2022 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine (Official Journal of the European Union L 84 of 11 March 2022)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-19,"32022R0408R(01)","http://publications.europa.eu/resource/cellar/e64638ee-4f46-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/07da30f9-4f49-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/07da30f9-4f49-11ed-92ed-01aa75ed71a1.0006.03"
"Corrigendum to Council Decision (CFSP) 2022/411 of 10 March 2022 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine (Official Journal of the European Union L 84 of 11 March 2022)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-19,"32022D0411R(01)","http://publications.europa.eu/resource/cellar/e64638ee-4f46-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/bf13193e-4f49-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/bf13193e-4f49-11ed-92ed-01aa75ed71a1.0006.03"
"Regulation (EU) 2022/2038 of the European Parliament and of the Council of 19 October 2022 amending Council Regulation (EEC) No 95/93 as regards temporary relief from the slot utilisation rules at Union airports due to an epidemiological situation or military aggression (Text with EEA relevance)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL,http://publications.europa.eu/resource/authority/corporate-body/EP",2022-10-19,"32022R2038","http://publications.europa.eu/resource/cellar/757efa6a-5431-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/589c1b86-543c-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/589c1b86-543c-11ed-92ed-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/1971 of 17 October 2022 amending Decision (CFSP) 2022/338 on an assistance measure under the European Peace Facility for the supply to the Ukrainian Armed Forces of military equipment, and platforms, designed to deliver lethal force","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-17,"32022D1971","http://publications.europa.eu/resource/cellar/8baa84c2-4e7d-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/ceb4505c-4e7f-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/ceb4505c-4e7f-11ed-92ed-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/1968 of 17 October 2022 on a European Union Military Assistance Mission in support of Ukraine (EUMAM Ukraine)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-17,"32022D1968","http://publications.europa.eu/resource/cellar/8baa84c2-4e7d-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/8cd2db66-4e81-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/8cd2db66-4e81-11ed-92ed-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/1972 of 17 October 2022 amending Decision (CFSP) 2022/339 on an assistance measure under the European Peace Facility to support the Ukrainian Armed Forces","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-17,"32022D1972","http://publications.europa.eu/resource/cellar/8baa84c2-4e7d-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/2909294e-4e80-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/2909294e-4e80-11ed-92ed-01aa75ed71a1.0006.03"
"Commission Decision (EU) 2022/1928 of 11 October 2022 confirming the participation of Ireland in Regulation (EU) 2022/585 of the European Parliament and of the Council amending Regulations (EU) No 514/2014 laying down general provisions on the Asylum, Migration and Integration Fund and on the instrument for financial support for police cooperation, preventing and combating crime, and crisis management, (EU) No 516/2014 establishing the Asylum, Migration and Integration Fund and (EU) 2021/1147 establishing the Asylum, Migration and Integration Fund","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/HOME",2022-10-11,"32022D1928","http://publications.europa.eu/resource/cellar/b9d59d6a-49c6-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/7daf1bf3-49cb-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/7daf1bf3-49cb-11ed-92ed-01aa75ed71a1.0006.03"
"Notice for the attention of the persons, entities and bodies subject to the restrictive measures provided for in Council Decision 2014/145/CFSP, as amended by Council Decision (CFSP) 2022/1907, and Council Regulation (EU) No 269/2014, as implemented by Council Implementing Regulation (EU) 2022/1906 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine 2022/C 386/02","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-07,"52022XG1007(02)","http://publications.europa.eu/resource/cellar/3ade0831-45da-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/9c8b77c2-45e0-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/9c8b77c2-45e0-11ed-92ed-01aa75ed71a1.0006.03"
"Notice for the attention of the data subjects to whom the restrictive measures provided for in Council Decision 2014/145/CFSP and Council Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine apply 2022/C 386/04","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-07,"52022XG1007(04)","http://publications.europa.eu/resource/cellar/3ade0831-45da-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/a0a7a3f2-45ed-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/a0a7a3f2-45ed-11ed-92ed-01aa75ed71a1.0006.03"
"Notice for the attention of the natural or legal persons, entities or bodies subject to the restrictive measures provided for in Council Decision 2014/145/CFSP, as amended by Council Decision (CFSP) 2022/1907, and Council Regulation (EU) No 269/2014as implemented by Council Implementing Regulation (EU) 2022/1906 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine 2022/C 386/03","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-07,"52022XG1007(03)","http://publications.europa.eu/resource/cellar/3ade0831-45da-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/daf28acd-45ec-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/daf28acd-45ec-11ed-92ed-01aa75ed71a1.0006.03"
"Council Regulation (EU) 2022/1904 of 6 October 2022 amending Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-06,"32022R1904","http://publications.europa.eu/resource/cellar/556910be-4581-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/63647c14-4585-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/63647c14-4585-11ed-92ed-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/1909 of 6 October 2022 amending Decision 2014/512/CFSP concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-06,"32022D1909","http://publications.europa.eu/resource/cellar/556910be-4581-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/110994bd-4589-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/110994bd-4589-11ed-92ed-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2022/1906 of 6 October 2022 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-06,"32022R1906","http://publications.europa.eu/resource/cellar/556910be-4581-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/3d7c64d5-4586-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/3d7c64d5-4586-11ed-92ed-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/1907 of 6 October 2022 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-06,"32022D1907","http://publications.europa.eu/resource/cellar/556910be-4581-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/506ff799-4587-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/506ff799-4587-11ed-92ed-01aa75ed71a1.0006.03"
"P9_TA(2022)0348 Slot utilisation rules at Union airports: temporary relief ***I European Parliament legislative resolution of 6 October 2022 on the proposal for a regulation of the European Parliament and of the Council amending Council Regulation (EEC) No 95/93 as regards temporary relief from the slot utilisation rules at Community airports due to the COVID-19 pandemic (COM(2022)0334 — C9-0225/2022 — 2022/0214(COD)) P9_TC1-COD(2022)0214 Position of the European Parliament adopted at first reading on 6 October 2022 with a view to the adoption of Regulation (EU) 2022/… of the European Parliament and of the Council amending Council Regulation (EEC) No 95/93 as regards temporary relief from the slot utilisation rules at Union airports due to an epidemiological situation or military aggression","http://publications.europa.eu/resource/authority/corporate-body/EP,http://publications.europa.eu/resource/authority/corporate-body/EP_TRAN",2022-10-06,"52022AP0348","http://publications.europa.eu/resource/cellar/09325d0a-da8e-11ed-a05c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/73e4d2ba-da9d-11ed-a05c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/73e4d2ba-da9d-11ed-a05c-01aa75ed71a1.0006.03"
